call_id,customer_id,call_date,carrier,country,call_category,predicted_category,confidence,actual_category,latency_ms,blocked,model_version
CALL-012221,CUST-022,2025-04-03,Alder Telecom,Canada,legitimate,legitimate,0.97,legitimate,93,false,v3.0
CALL-012222,CUST-014,2025-07-18,Meadow Connect,United States,legitimate,legitimate,0.803,legitimate,75,false,v3.1
CALL-012223,CUST-027,2025-09-19,Alder Telecom,Germany,legitimate,legitimate,0.856,legitimate,216,false,v3.2
CALL-012224,CUST-085,2025-08-01,multi-carrier,Australia,robocall,fraud,0.949,robocall,113,true,v3.1
CALL-012225,CUST-033,2025-01-10,Alder Telecom,Ireland,robocall,robocall,0.883,robocall,120,true,v3.0
CALL-012226,CUST-005,2025-12-06,Driftwood Voice,United States,legitimate,legitimate,0.951,legitimate,60,false,v3.2
CALL-012227,CUST-023,2025-03-24,Northstar Mobile,Australia,legitimate,legitimate,0.928,legitimate,140,false,v3.0
CALL-012228,CUST-005,2025-03-21,Driftwood Voice,United States,spam,spam,0.854,spam,63,true,v3.0
CALL-012229,CUST-082,2025-10-27,Bluepeak Mobile,United States,legitimate,legitimate,0.895,legitimate,94,false,v3.2
CALL-012230,CUST-005,2025-11-17,Driftwood Voice,United States,spam,spam,0.89,spam,88,true,v3.2
CALL-012231,CUST-086,2025-06-12,Bluepeak Mobile,Canada,legitimate,fraud,0.567,legitimate,91,false,v3.1
CALL-012232,CUST-014,2025-05-15,Meadow Connect,United States,legitimate,legitimate,0.869,legitimate,97,false,v3.1
CALL-012233,CUST-092,2025-11-10,Alder Telecom,United States,fraud,fraud,0.904,fraud,91,true,v3.2
CALL-012234,CUST-012,2025-08-06,Keystone Telecom,France,legitimate,legitimate,0.956,legitimate,202,false,v3.1
CALL-012235,CUST-037,2025-01-21,Bluepeak Mobile,Australia,legitimate,legitimate,0.983,legitimate,146,false,v3.0
CALL-012236,CUST-082,2025-05-09,Bluepeak Mobile,United States,legitimate,legitimate,0.827,legitimate,75,false,v3.1
CALL-012237,CUST-055,2025-09-11,Bluepeak Mobile,Australia,legitimate,legitimate,0.887,legitimate,110,false,v3.2
CALL-012238,CUST-040,2025-05-03,Bluepeak Mobile,Canada,robocall,robocall,0.966,robocall,92,true,v3.1
CALL-012239,CUST-056,2025-11-15,Northstar Mobile,Australia,spam,spam,0.922,spam,102,true,v3.2
CALL-012240,CUST-026,2025-01-31,Alder Telecom,Canada,legitimate,legitimate,0.9,legitimate,89,false,v3.0
CALL-012241,CUST-060,2025-09-24,Northstar Mobile,Spain,legitimate,fraud,0.828,legitimate,180,true,v3.2
CALL-012242,CUST-092,2025-11-26,Alder Telecom,United States,legitimate,legitimate,0.829,legitimate,84,false,v3.2
CALL-012243,CUST-047,2025-06-07,Bluepeak Mobile,United States,legitimate,legitimate,0.808,legitimate,35,false,v3.1
CALL-012244,CUST-050,2025-02-22,Alder Telecom,Canada,legitimate,legitimate,0.876,legitimate,35,false,v3.0
CALL-012245,CUST-029,2025-05-28,multi-carrier,United States,legitimate,legitimate,0.829,legitimate,66,false,v3.1
CALL-012246,CUST-082,2025-09-08,Bluepeak Mobile,United States,legitimate,legitimate,0.938,legitimate,78,false,v3.2
CALL-012247,CUST-032,2025-07-14,Bluepeak Mobile,United States,legitimate,legitimate,0.82,legitimate,97,false,v3.1
CALL-012248,CUST-067,2025-09-25,Northstar Mobile,Australia,robocall,robocall,0.834,robocall,145,true,v3.2
CALL-012249,CUST-008,2025-09-25,Granite Mobile,United States,legitimate,legitimate,0.88,legitimate,73,false,v3.2
CALL-012250,CUST-003,2025-08-11,Bluepeak Bank,Netherlands,legitimate,legitimate,0.987,legitimate,197,false,v3.1
CALL-012251,CUST-060,2025-11-08,Northstar Mobile,Spain,legitimate,legitimate,0.814,legitimate,179,false,v3.2
CALL-012252,CUST-024,2025-02-07,Bluepeak Mobile,Ireland,legitimate,legitimate,0.895,legitimate,92,false,v3.0
CALL-012253,CUST-018,2025-03-03,Quartz Cloud,Germany,spam,legitimate,0.644,spam,79,false,v3.0
CALL-012254,CUST-048,2025-09-05,multi-carrier,France,legitimate,legitimate,0.97,legitimate,148,false,v3.2
CALL-012255,CUST-071,2025-05-24,Northstar Mobile,Canada,legitimate,legitimate,0.887,legitimate,90,false,v3.1
CALL-012256,CUST-080,2025-09-28,Alder Telecom,Canada,legitimate,legitimate,0.989,legitimate,77,false,v3.2
CALL-012257,CUST-033,2025-01-02,Alder Telecom,Ireland,spam,legitimate,0.532,spam,94,false,v3.0
CALL-012258,CUST-017,2025-02-16,Pioneer CX,United States,robocall,legitimate,0.74,robocall,87,false,v3.0
CALL-012259,CUST-019,2025-05-31,Redwood Bank,United States,robocall,robocall,0.926,robocall,70,true,v3.1
CALL-012260,CUST-063,2025-04-13,Northstar Mobile,France,legitimate,legitimate,0.877,legitimate,130,false,v3.0
CALL-012261,CUST-041,2025-09-28,Alder Telecom,Australia,spam,spam,0.788,spam,101,true,v3.2
CALL-012262,CUST-055,2025-12-23,Bluepeak Mobile,Australia,legitimate,robocall,0.732,legitimate,96,true,v3.2
CALL-012263,CUST-093,2025-06-06,Alder Telecom,Netherlands,legitimate,legitimate,0.971,legitimate,80,false,v3.1
CALL-012264,CUST-012,2025-12-11,Keystone Telecom,France,fraud,fraud,0.825,fraud,194,true,v3.2
CALL-012265,CUST-060,2025-12-10,Northstar Mobile,Spain,spam,spam,0.784,spam,186,true,v3.2
CALL-012266,CUST-073,2025-01-23,Alder Telecom,Australia,legitimate,legitimate,0.83,legitimate,120,false,v3.0
CALL-012267,CUST-043,2025-06-21,Bluepeak Mobile,Canada,spam,spam,0.984,spam,122,true,v3.1
CALL-012268,CUST-069,2025-07-19,Northstar Mobile,Spain,legitimate,legitimate,0.96,legitimate,147,false,v3.1
CALL-012269,CUST-080,2025-07-14,Alder Telecom,Canada,legitimate,legitimate,0.98,legitimate,85,false,v3.1
CALL-012270,CUST-006,2025-06-28,Everfield Connect,Ireland,legitimate,legitimate,0.88,legitimate,96,false,v3.1
CALL-012271,CUST-099,2025-06-23,Alder Telecom,Spain,legitimate,legitimate,0.869,legitimate,121,false,v3.1
CALL-012272,CUST-006,2025-12-06,Everfield Connect,Ireland,legitimate,legitimate,0.901,legitimate,149,false,v3.2
CALL-012273,CUST-079,2025-11-16,multi-carrier,Canada,legitimate,legitimate,0.946,legitimate,74,false,v3.2
CALL-012274,CUST-079,2025-04-20,multi-carrier,Canada,fraud,fraud,0.873,fraud,94,true,v3.0
CALL-012275,CUST-050,2025-11-10,Alder Telecom,Canada,legitimate,legitimate,0.82,legitimate,87,false,v3.2
CALL-012276,CUST-090,2025-05-29,Northstar Mobile,Spain,legitimate,legitimate,0.903,legitimate,114,false,v3.1
CALL-012277,CUST-083,2025-03-28,Alder Telecom,Canada,robocall,robocall,0.899,robocall,94,true,v3.0
CALL-012278,CUST-079,2025-11-28,multi-carrier,Canada,robocall,robocall,0.853,robocall,95,true,v3.2
CALL-012279,CUST-088,2025-05-17,Bluepeak Mobile,Australia,spam,spam,0.865,spam,131,true,v3.1
CALL-012280,CUST-031,2025-03-21,Northstar Mobile,Australia,legitimate,legitimate,0.969,legitimate,142,false,v3.0
CALL-012281,CUST-038,2025-11-30,multi-carrier,Canada,robocall,robocall,0.986,robocall,119,true,v3.2
CALL-012282,CUST-009,2025-03-13,Harbor CX,France,legitimate,legitimate,0.96,legitimate,112,false,v3.0
CALL-012283,CUST-076,2025-05-30,multi-carrier,Australia,spam,spam,0.771,spam,99,true,v3.1
CALL-012284,CUST-064,2025-12-11,multi-carrier,Australia,fraud,fraud,0.989,fraud,111,true,v3.2
CALL-012285,CUST-031,2025-04-28,Northstar Mobile,Australia,spam,spam,0.844,spam,150,true,v3.0
CALL-012286,CUST-076,2025-11-12,multi-carrier,Australia,legitimate,legitimate,0.932,legitimate,111,false,v3.2
CALL-012287,CUST-034,2025-11-01,Northstar Mobile,Canada,legitimate,legitimate,0.977,legitimate,104,false,v3.2
CALL-012288,CUST-004,2025-01-27,Cinder Telecom,Australia,legitimate,legitimate,0.94,legitimate,122,false,v3.0
CALL-012289,CUST-038,2025-09-20,multi-carrier,Canada,legitimate,legitimate,0.854,legitimate,107,false,v3.2
CALL-012290,CUST-062,2025-12-25,Northstar Mobile,Canada,legitimate,legitimate,0.941,legitimate,102,false,v3.2
CALL-012291,CUST-085,2025-02-23,multi-carrier,Australia,legitimate,legitimate,0.92,legitimate,102,false,v3.0
CALL-012292,CUST-018,2025-01-01,Quartz Cloud,Germany,spam,spam,0.983,spam,130,true,v3.0
CALL-012293,CUST-042,2025-06-21,Bluepeak Mobile,Germany,spam,spam,0.789,spam,77,true,v3.1
CALL-012294,CUST-070,2025-04-15,Northstar Mobile,Australia,legitimate,legitimate,0.894,legitimate,128,false,v3.0
CALL-012295,CUST-005,2025-01-19,Driftwood Voice,United States,spam,spam,0.985,spam,94,true,v3.0
CALL-012296,CUST-070,2025-05-17,Northstar Mobile,Australia,fraud,fraud,0.791,fraud,138,true,v3.1
CALL-012297,CUST-087,2025-08-23,Northstar Mobile,Ireland,robocall,robocall,0.765,robocall,170,true,v3.1
CALL-012298,CUST-062,2025-08-13,Northstar Mobile,Canada,spam,spam,0.842,spam,86,true,v3.1
CALL-012299,CUST-084,2025-04-21,Bluepeak Mobile,Germany,legitimate,legitimate,0.985,legitimate,110,false,v3.0
CALL-012300,CUST-100,2025-09-22,Northstar Mobile,United States,spam,spam,0.825,spam,70,true,v3.2
CALL-012301,CUST-053,2025-11-03,Northstar Mobile,Australia,legitimate,legitimate,0.902,legitimate,113,false,v3.2
CALL-012302,CUST-003,2025-09-24,Bluepeak Bank,Netherlands,robocall,legitimate,0.744,robocall,147,false,v3.2
CALL-012303,CUST-083,2025-11-12,Alder Telecom,Canada,spam,spam,0.806,spam,46,true,v3.2
CALL-012304,CUST-021,2025-05-29,Northstar Mobile,Netherlands,legitimate,legitimate,0.929,legitimate,110,false,v3.1
CALL-012305,CUST-087,2025-04-28,Northstar Mobile,Ireland,legitimate,legitimate,0.801,legitimate,96,false,v3.0
CALL-012306,CUST-030,2025-10-07,multi-carrier,Spain,legitimate,legitimate,0.844,legitimate,186,false,v3.2
CALL-012307,CUST-018,2025-01-31,Quartz Cloud,Germany,legitimate,legitimate,0.939,legitimate,97,false,v3.0
CALL-012308,CUST-092,2025-03-06,Alder Telecom,United States,robocall,legitimate,0.536,robocall,65,false,v3.0
CALL-012309,CUST-051,2025-11-05,Bluepeak Mobile,Ireland,legitimate,legitimate,0.855,legitimate,173,false,v3.2
CALL-012310,CUST-046,2025-07-20,Northstar Mobile,Australia,legitimate,legitimate,0.809,legitimate,124,false,v3.1
CALL-012311,CUST-085,2025-06-07,multi-carrier,Australia,legitimate,legitimate,0.987,legitimate,122,false,v3.1
CALL-012312,CUST-081,2025-02-19,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.97,legitimate,99,false,v3.0
CALL-012313,CUST-029,2025-11-14,multi-carrier,United States,spam,robocall,0.968,spam,109,true,v3.2
CALL-012314,CUST-019,2025-07-06,Redwood Bank,United States,legitimate,legitimate,0.893,legitimate,60,false,v3.1
CALL-012315,CUST-040,2025-11-04,Bluepeak Mobile,Canada,legitimate,legitimate,0.956,legitimate,120,false,v3.2
CALL-012316,CUST-023,2025-11-16,Northstar Mobile,Australia,legitimate,legitimate,0.856,legitimate,108,false,v3.2
CALL-012317,CUST-024,2025-11-25,Bluepeak Mobile,Ireland,legitimate,legitimate,0.916,legitimate,189,false,v3.2
CALL-012318,CUST-029,2025-01-13,multi-carrier,United States,legitimate,legitimate,0.885,legitimate,94,false,v3.0
CALL-012319,CUST-072,2025-01-11,Bluepeak Mobile,France,legitimate,legitimate,0.887,legitimate,124,false,v3.0
CALL-012320,CUST-038,2025-12-09,multi-carrier,Canada,spam,fraud,0.845,spam,85,true,v3.2
CALL-012321,CUST-024,2025-12-21,Bluepeak Mobile,Ireland,legitimate,fraud,0.777,legitimate,194,true,v3.2
CALL-012322,CUST-023,2025-07-05,Northstar Mobile,Australia,robocall,legitimate,0.749,robocall,140,false,v3.1
CALL-012323,CUST-002,2025-04-23,Alder Cloud,Canada,spam,spam,0.778,spam,64,true,v3.0
CALL-012324,CUST-003,2025-12-19,Bluepeak Bank,Netherlands,legitimate,legitimate,0.812,legitimate,157,false,v3.2
CALL-012325,CUST-001,2025-02-09,Northstar Mobile,United States,legitimate,legitimate,0.899,legitimate,94,false,v3.0
CALL-012326,CUST-006,2025-10-05,Everfield Connect,Ireland,legitimate,legitimate,0.823,legitimate,175,false,v3.2
CALL-012327,CUST-089,2025-04-18,Bluepeak Mobile,Australia,spam,spam,0.966,spam,106,true,v3.0
CALL-012328,CUST-018,2025-02-28,Quartz Cloud,Germany,fraud,legitimate,0.669,fraud,88,false,v3.0
CALL-012329,CUST-008,2025-08-21,Granite Mobile,United States,fraud,fraud,0.777,fraud,71,true,v3.1
CALL-012330,CUST-020,2025-12-08,Summit Telecom,United States,robocall,robocall,0.944,robocall,64,true,v3.2
CALL-012331,CUST-028,2025-05-28,Northstar Mobile,United States,legitimate,legitimate,0.995,legitimate,80,false,v3.1
CALL-012332,CUST-092,2025-07-11,Alder Telecom,United States,legitimate,legitimate,0.826,legitimate,78,false,v3.1
CALL-012333,CUST-005,2025-10-01,Driftwood Voice,United States,legitimate,fraud,0.726,legitimate,72,true,v3.2
CALL-012334,CUST-007,2025-02-18,Fairway Financial,United States,legitimate,legitimate,0.91,legitimate,119,false,v3.0
CALL-012335,CUST-093,2025-07-29,Alder Telecom,Netherlands,legitimate,legitimate,0.972,legitimate,179,false,v3.1
CALL-012336,CUST-025,2025-06-11,Northstar Mobile,United States,legitimate,legitimate,0.879,legitimate,93,false,v3.1
CALL-012337,CUST-008,2025-02-05,Granite Mobile,United States,fraud,spam,0.927,fraud,93,true,v3.0
CALL-012338,CUST-034,2025-01-29,Northstar Mobile,Canada,legitimate,legitimate,0.856,legitimate,114,false,v3.0
CALL-012339,CUST-051,2025-07-04,Bluepeak Mobile,Ireland,legitimate,legitimate,0.992,legitimate,140,false,v3.1
CALL-012340,CUST-072,2025-05-25,Bluepeak Mobile,France,robocall,legitimate,0.573,robocall,93,false,v3.1
CALL-012341,CUST-096,2025-09-12,Northstar Mobile,Netherlands,legitimate,legitimate,0.938,legitimate,189,false,v3.2
CALL-012342,CUST-027,2025-10-28,Alder Telecom,Germany,legitimate,legitimate,0.972,legitimate,154,false,v3.2
CALL-012343,CUST-013,2025-06-04,Lighthouse Voice,United States,legitimate,legitimate,0.926,legitimate,87,false,v3.1
CALL-012344,CUST-092,2025-05-18,Alder Telecom,United States,robocall,robocall,0.895,robocall,67,true,v3.1
CALL-012345,CUST-012,2025-12-07,Keystone Telecom,France,legitimate,legitimate,0.834,legitimate,173,false,v3.2
CALL-012346,CUST-057,2025-02-12,Bluepeak Mobile,France,spam,legitimate,0.651,spam,108,false,v3.0
CALL-012347,CUST-078,2025-11-03,Bluepeak Mobile,Ireland,legitimate,legitimate,0.834,legitimate,166,false,v3.2
CALL-012348,CUST-001,2025-09-28,Northstar Mobile,United States,robocall,robocall,0.796,robocall,59,true,v3.2
CALL-012349,CUST-055,2025-01-04,Bluepeak Mobile,Australia,legitimate,legitimate,0.841,legitimate,111,false,v3.0
CALL-012350,CUST-021,2025-01-28,Northstar Mobile,Netherlands,legitimate,legitimate,0.975,legitimate,107,false,v3.0
CALL-012351,CUST-063,2025-07-03,Northstar Mobile,France,legitimate,legitimate,0.853,legitimate,98,false,v3.1
CALL-012352,CUST-064,2025-01-15,multi-carrier,Australia,robocall,robocall,0.829,robocall,127,true,v3.0
CALL-012353,CUST-038,2025-01-16,multi-carrier,Canada,legitimate,legitimate,0.881,legitimate,64,false,v3.0
CALL-012354,CUST-060,2025-01-18,Northstar Mobile,Spain,legitimate,legitimate,0.826,legitimate,117,false,v3.0
CALL-012355,CUST-013,2025-02-06,Lighthouse Voice,United States,legitimate,legitimate,0.877,legitimate,80,false,v3.0
CALL-012356,CUST-076,2025-01-27,multi-carrier,Australia,legitimate,legitimate,0.931,legitimate,135,false,v3.0
CALL-012357,CUST-033,2025-09-03,Alder Telecom,Ireland,fraud,fraud,0.919,fraud,157,true,v3.2
CALL-012358,CUST-079,2025-06-17,multi-carrier,Canada,spam,legitimate,0.56,spam,45,false,v3.1
CALL-012359,CUST-083,2025-09-10,Alder Telecom,Canada,legitimate,legitimate,0.933,legitimate,49,false,v3.2
CALL-012360,CUST-033,2025-10-11,Alder Telecom,Ireland,legitimate,legitimate,0.939,legitimate,149,false,v3.2
CALL-012361,CUST-024,2025-01-20,Bluepeak Mobile,Ireland,spam,legitimate,0.699,spam,93,false,v3.0
CALL-012362,CUST-095,2025-04-13,Alder Telecom,Australia,legitimate,legitimate,0.946,legitimate,107,false,v3.0
CALL-012363,CUST-026,2025-01-15,Alder Telecom,Canada,spam,spam,0.814,spam,100,true,v3.0
CALL-012364,CUST-021,2025-01-02,Northstar Mobile,Netherlands,legitimate,legitimate,0.96,legitimate,123,false,v3.0
CALL-012365,CUST-008,2025-03-19,Granite Mobile,United States,robocall,fraud,0.82,robocall,96,true,v3.0
CALL-012366,CUST-075,2025-11-22,multi-carrier,Spain,legitimate,legitimate,0.842,legitimate,202,false,v3.2
CALL-012367,CUST-030,2025-02-01,multi-carrier,Spain,spam,spam,0.931,spam,102,true,v3.0
CALL-012368,CUST-005,2025-11-21,Driftwood Voice,United States,legitimate,legitimate,0.915,legitimate,83,false,v3.2
CALL-012369,CUST-004,2025-12-26,Cinder Telecom,Australia,spam,spam,0.884,spam,113,true,v3.2
CALL-012370,CUST-005,2025-09-10,Driftwood Voice,United States,legitimate,legitimate,0.855,legitimate,94,false,v3.2
CALL-012371,CUST-088,2025-07-07,Bluepeak Mobile,Australia,legitimate,legitimate,0.812,legitimate,124,false,v3.1
CALL-012372,CUST-021,2025-12-21,Northstar Mobile,Netherlands,legitimate,legitimate,0.981,legitimate,181,false,v3.2
CALL-012373,CUST-021,2025-05-19,Northstar Mobile,Netherlands,legitimate,legitimate,0.87,legitimate,116,false,v3.1
CALL-012374,CUST-057,2025-08-25,Bluepeak Mobile,France,legitimate,legitimate,0.827,legitimate,182,false,v3.1
CALL-012375,CUST-089,2025-12-06,Bluepeak Mobile,Australia,legitimate,legitimate,0.849,legitimate,146,false,v3.2
CALL-012376,CUST-060,2025-09-07,Northstar Mobile,Spain,spam,spam,0.815,spam,165,true,v3.2
CALL-012377,CUST-017,2025-01-19,Pioneer CX,United States,legitimate,legitimate,0.898,legitimate,79,false,v3.0
CALL-012378,CUST-006,2025-02-26,Everfield Connect,Ireland,legitimate,legitimate,0.886,legitimate,94,false,v3.0
CALL-012379,CUST-029,2025-08-04,multi-carrier,United States,spam,fraud,0.814,spam,85,true,v3.1
CALL-012380,CUST-079,2025-06-25,multi-carrier,Canada,spam,robocall,0.785,spam,80,true,v3.1
CALL-012381,CUST-030,2025-03-09,multi-carrier,Spain,legitimate,legitimate,0.961,legitimate,88,false,v3.0
CALL-012382,CUST-013,2025-04-10,Lighthouse Voice,United States,legitimate,legitimate,0.918,legitimate,86,false,v3.0
CALL-012383,CUST-071,2025-09-26,Northstar Mobile,Canada,legitimate,legitimate,0.816,legitimate,87,false,v3.2
CALL-012384,CUST-011,2025-01-08,Juniper Bank,United States,legitimate,legitimate,0.865,legitimate,75,false,v3.0
CALL-012385,CUST-099,2025-02-16,Alder Telecom,Spain,fraud,fraud,0.987,fraud,101,true,v3.0
CALL-012386,CUST-076,2025-09-13,multi-carrier,Australia,robocall,robocall,0.783,robocall,129,true,v3.2
CALL-012387,CUST-015,2025-08-01,Nimbus Financial,France,legitimate,legitimate,0.93,legitimate,185,false,v3.1
CALL-012388,CUST-067,2025-07-12,Northstar Mobile,Australia,spam,spam,0.887,spam,96,true,v3.1
CALL-012389,CUST-098,2025-03-24,Bluepeak Mobile,Canada,legitimate,legitimate,0.945,legitimate,109,false,v3.0
CALL-012390,CUST-064,2025-03-02,multi-carrier,Australia,legitimate,legitimate,0.96,legitimate,117,false,v3.0
CALL-012391,CUST-076,2025-01-08,multi-carrier,Australia,legitimate,legitimate,0.807,legitimate,130,false,v3.0
CALL-012392,CUST-076,2025-11-11,multi-carrier,Australia,legitimate,legitimate,0.884,legitimate,113,false,v3.2
CALL-012393,CUST-026,2025-04-17,Alder Telecom,Canada,legitimate,legitimate,0.876,legitimate,100,false,v3.0
CALL-012394,CUST-026,2025-11-06,Alder Telecom,Canada,legitimate,legitimate,0.977,legitimate,122,false,v3.2
CALL-012395,CUST-032,2025-02-02,Bluepeak Mobile,United States,legitimate,legitimate,0.943,legitimate,86,false,v3.0
CALL-012396,CUST-029,2025-01-14,multi-carrier,United States,legitimate,legitimate,0.85,legitimate,96,false,v3.0
CALL-012397,CUST-032,2025-01-27,Bluepeak Mobile,United States,legitimate,legitimate,0.98,legitimate,82,false,v3.0
CALL-012398,CUST-015,2025-06-10,Nimbus Financial,France,spam,spam,0.762,spam,102,true,v3.1
CALL-012399,CUST-027,2025-08-01,Alder Telecom,Germany,legitimate,legitimate,0.911,legitimate,174,false,v3.1
CALL-012400,CUST-078,2025-06-02,Bluepeak Mobile,Ireland,fraud,fraud,0.916,fraud,133,true,v3.1
CALL-012401,CUST-009,2025-09-24,Harbor CX,France,legitimate,legitimate,0.942,legitimate,154,false,v3.2
CALL-012402,CUST-062,2025-05-03,Northstar Mobile,Canada,spam,robocall,0.978,spam,93,true,v3.1
CALL-012403,CUST-067,2025-03-09,Northstar Mobile,Australia,legitimate,legitimate,0.949,legitimate,135,false,v3.0
CALL-012404,CUST-043,2025-08-13,Bluepeak Mobile,Canada,legitimate,legitimate,0.857,legitimate,102,false,v3.1
CALL-012405,CUST-003,2025-06-30,Bluepeak Bank,Netherlands,spam,legitimate,0.549,spam,101,false,v3.1
CALL-012406,CUST-050,2025-03-23,Alder Telecom,Canada,fraud,fraud,0.771,fraud,96,true,v3.0
CALL-012407,CUST-099,2025-02-12,Alder Telecom,Spain,fraud,legitimate,0.654,fraud,116,false,v3.0
CALL-012408,CUST-100,2025-03-06,Northstar Mobile,United States,spam,spam,0.988,spam,79,true,v3.0
CALL-012409,CUST-081,2025-07-26,Bluepeak Mobile,Netherlands,spam,spam,0.86,spam,182,true,v3.1
CALL-012410,CUST-030,2025-12-14,multi-carrier,Spain,robocall,legitimate,0.741,robocall,193,false,v3.2
CALL-012411,CUST-077,2025-01-04,Alder Telecom,Australia,legitimate,legitimate,0.939,legitimate,100,false,v3.0
CALL-012412,CUST-016,2025-12-21,Oakline Mobile,United States,legitimate,legitimate,0.988,legitimate,87,false,v3.2
